UserId,MFAMethod,CreatedAt,ClientIP,Application,Browser,OS,Unit,Title
U0052,EmailLink,2025-07-17 07:40:35.578648912,10.142.246.121,FinanceApp,Chrome,Windows 11,Satış,Ürün Yöneticisi
U0055,SecurityKey,2025-07-17 07:43:38.516506455,192.168.210.16,HR System,Firefox,macOS,Finans,Stajyer
U0016,SMS,2025-07-17 07:43:56.942665099,172.16.44.10,DataLake UI,Safari,Windows 10,Ar-Ge,Bulut Mühendisi
U0062,OTP,2025-07-17 07:44:04.504569234,132.192.200.50,Project Tracker,Chrome,Windows 10,Operasyon,Operasyon Yöneticisi
U0027,OTP,2025-07-17 07:44:06.449624126,192.168.211.44,DevOps Portal,Edge,Windows 11,Satınalma,Kıdemli Yazılım Geliştirici
U0019,OTP,2025-07-17 07:45:10.221625096,192.168.94.79,Project Tracker,Opera,macOS,Hukuk,Satış Temsilcisi
U0084,TOTP,2025-07-17 07:46:38.776717062,172.29.14.2,FinanceApp,Chrome,Windows 11,Ürün,Destek Uzmanı
U0043,SMS,2025-07-17 07:47:15.826088613,10.26.91.218,HelpDesk,Chrome,Windows 11,Muhasebe,Satış Temsilcisi
U0064,SMS,2025-07-17 07:48:54.922340861,66.107.233.85,DataLake UI,Opera,Ubuntu Linux,Satınalma,Mühendis
U0034,SecurityKey,2025-07-17 07:48:59.191104293,192.168.149.188,Sales Dashboard,Firefox,macOS,Lojistik,Sistem Yöneticisi
U0008,Push,2025-07-17 07:50:49.030592110,192.168.43.240,DevOps Portal,Safari,iOS,Lojistik,Destek Uzmanı
U0024,TOTP,2025-07-17 07:52:49.046063814,10.160.99.150,Project Tracker,Chrome,Windows 10,Pazarlama,Satış Müdürü
U0004,SMS,2025-07-17 07:53:24.886111328,10.176.1.193,Project Tracker,Edge,Windows 10,Ürün,Sistem Yöneticisi
U0022,Mail,2025-07-17 07:53:37.480128910,172.30.124.134,FinanceApp,Chrome,Android,Ar-Ge,Ağ Mühendisi
U0080,EmailLink,2025-07-17 07:54:28.075605577,30.132.144.233,TimeTracker,Chrome,Windows 10,Ürün,Stajyer
U0087,OTP,2025-07-17 07:57:25.848445577,10.116.255.98,Project Tracker,Chrome,Ubuntu Linux,Bilgi İşlem,Analist
U0012,SMS,2025-07-17 07:57:37.152548045,182.202.120.160,Inventory,Chrome,Windows 10,Ürün,İş Analisti
U0008,Mail,2025-07-17 07:59:46.494646958,192.168.35.49,Inventory,Chrome,iOS,Lojistik,Destek Uzmanı
U0083,TOTP,2025-07-17 07:59:51.526935032,192.168.70.122,CRM,Chrome,Android,İK,Ürün Yöneticisi
U0043,SMS,2025-07-17 08:01:31.567171169,172.21.44.178,HelpDesk,Chrome,Windows 11,Muhasebe,Satış Temsilcisi
U0074,Push,2025-07-17 08:01:46.819861378,172.22.52.124,DevOps Portal,Firefox,Windows 10,Muhasebe,Yazılım Geliştirici
U0070,SMS,2025-07-17 08:03:14.731212340,10.86.25.245,DataLake UI,Chrome,Windows 11,Satınalma,Test Uzmanı
U0066,SMS,2025-07-17 08:06:05.896593233,10.8.254.236,DevOps Portal,Chrome,Windows 10,Destek,Veri Mühendisi
U0017,SecurityKey,2025-07-17 08:08:08.248855802,10.93.49.62,DevOps Portal,Chrome,Android,Satış,İş Analisti
U0081,SMS,2025-07-17 08:08:30.506177733,192.168.57.169,DocManager,Firefox,macOS,Operasyon,Satış Temsilcisi
U0035,SMS,2025-07-17 08:09:59.933314350,192.168.246.123,TimeTracker,Firefox,Windows 11,Satınalma,Veri Bilimci
U0035,SMS,2025-07-17 08:10:49.351183980,192.168.246.123,TimeTracker,Firefox,Windows 11,Satınalma,Veri Bilimci
U0003,SMS,2025-07-17 08:11:37.532136747,120.105.105.166,DevOps Portal,Chrome,Android,Destek,Ağ Mühendisi
U0004,Mail,2025-07-17 08:11:56.232064415,192.168.72.84,Project Tracker,Edge,macOS,Ürün,Sistem Yöneticisi
U0091,Push,2025-07-17 08:14:19.427362302,192.168.2.223,Intranet,Edge,Windows 11,Lojistik,Sistem Yöneticisi
U0073,OTP,2025-07-17 08:16:52.165739769,172.18.38.63,TimeTracker,Chrome,Windows 10,İK,Uzman
U0091,Push,2025-07-17 08:18:20.435069711,192.168.152.254,Intranet,Chrome,Windows 11,Lojistik,Sistem Yöneticisi
U0043,SMS,2025-07-17 08:20:02.733120548,10.26.91.218,HelpDesk,Chrome,Windows 11,Muhasebe,Satış Temsilcisi
U0062,OTP,2025-07-17 08:20:08.691970728,172.31.87.15,DocManager,Chrome,Windows 10,Operasyon,Operasyon Yöneticisi
U0034,TOTP,2025-07-17 08:20:08.999684350,138.72.196.46,Inventory,Firefox,macOS,Lojistik,Sistem Yöneticisi
U0034,Push,2025-07-17 08:23:04.824787812,172.16.71.119,Sales Dashboard,Firefox,macOS,Lojistik,Sistem Yöneticisi
U0034,SecurityKey,2025-07-17 08:26:07.279335555,192.168.149.188,Sales Dashboard,Firefox,macOS,Lojistik,Sistem Yöneticisi
U0087,OTP,2025-07-17 08:27:31.827687577,10.116.255.98,TimeTracker,Chrome,Ubuntu Linux,Bilgi İşlem,Analist
U0084,SMS,2025-07-17 08:28:41.760154162,10.226.97.60,FinanceApp,Chrome,Windows 11,Ürün,Destek Uzmanı
U0060,OTP,2025-07-17 08:28:50.394046879,172.26.72.167,Project Tracker,Chrome,Windows 11,Pazarlama,Sistem Yöneticisi
U0081,TOTP,2025-07-17 08:30:51.473260188,192.168.57.169,TimeTracker,Chrome,macOS,Operasyon,Satış Temsilcisi
U0075,TOTP,2025-07-17 08:31:17.173978810,192.168.149.92,DocManager,Chrome,Android,Bilgi İşlem,Güvenlik Uzmanı
U0062,OTP,2025-07-17 08:31:41.482535641,192.168.148.146,DataLake UI,Chrome,Windows 10,Operasyon,Operasyon Yöneticisi
U0052,EmailLink,2025-07-17 08:32:15.671135928,10.142.246.121,FinanceApp,Chrome,Windows 11,Satış,Ürün Yöneticisi
U0022,Mail,2025-07-17 08:32:19.683005798,172.30.124.134,FinanceApp,Chrome,Android,Ar-Ge,Ağ Mühendisi
U0091,SecurityKey,2025-07-17 08:33:39.900429854,192.168.2.223,Intranet,Chrome,Windows 11,Lojistik,Sistem Yöneticisi
U0008,Push,2025-07-17 08:34:45.795171014,192.168.35.49,Inventory,Safari,iOS,Lojistik,Destek Uzmanı
U0062,SMS,2025-07-17 08:35:00.718230819,172.31.87.15,DataLake UI,Chrome,Windows 10,Operasyon,Operasyon Yöneticisi
U0035,SMS,2025-07-17 08:35:31.331202122,10.255.64.29,HR System,Chrome,Windows 11,Satınalma,Veri Bilimci
U0066,SMS,2025-07-17 08:36:37.757533592,10.180.62.145,DevOps Portal,Chrome,Windows 10,Destek,Veri Mühendisi
U0050,OTP,2025-07-17 08:38:35.406289428,10.124.255.164,Project Tracker,Edge,Windows 11,Destek,Kıdemli Yazılım Geliştirici
U0072,SMS,2025-07-17 08:38:54.748424163,192.168.45.50,FinanceApp,Chrome,Windows 11,Satış,Çözüm Mimarı
U0063,TOTP,2025-07-17 08:39:26.536965325,157.181.193.241,CRM,Chrome,iOS,Ürün,Analist
U0004,Mail,2025-07-17 08:40:31.667926952,192.168.72.84,Project Tracker,Edge,macOS,Ürün,Sistem Yöneticisi
U0041,SMS,2025-07-17 08:40:48.266166005,172.28.141.97,Intranet,Chrome,Windows 11,Hukuk,Uzman
U0090,OTP,2025-07-17 08:41:25.354974646,10.187.104.205,Intranet,Safari,Windows 10,Bilgi İşlem,Ağ Mühendisi
U0052,EmailLink,2025-07-17 08:41:58.638163080,179.40.41.148,FinanceApp,Chrome,Windows 11,Satış,Ürün Yöneticisi
U0083,TOTP,2025-07-17 08:42:42.316546101,192.168.70.122,CRM,Chrome,Android,İK,Ürün Yöneticisi
U0022,SMS,2025-07-17 08:45:07.785310692,192.168.253.92,DocManager,Edge,Android,Ar-Ge,Ağ Mühendisi
U0062,OTP,2025-07-17 08:45:08.727069073,71.211.167.143,DocManager,Chrome,Windows 10,Operasyon,Operasyon Yöneticisi
U0091,Push,2025-07-17 08:45:51.490059488,192.168.152.254,Intranet,Chrome,Windows 11,Lojistik,Sistem Yöneticisi
U0022,SMS,2025-07-17 08:46:27.742694827,172.30.124.134,DocManager,Edge,Android,Ar-Ge,Ağ Mühendisi
U0072,SMS,2025-07-17 08:48:24.283180605,192.168.45.50,FinanceApp,Chrome,Windows 11,Satış,Çözüm Mimarı
U0062,OTP,2025-07-17 08:48:29.699348003,192.168.148.146,Project Tracker,Chrome,Windows 10,Operasyon,Operasyon Yöneticisi
U0072,SMS,2025-07-17 08:48:34.470306936,10.8.71.23,FinanceApp,Chrome,Windows 11,Satış,Çözüm Mimarı
U0004,OTP,2025-07-17 08:49:52.501009352,192.168.72.84,Project Tracker,Edge,Android,Ürün,Sistem Yöneticisi
U0024,OTP,2025-07-17 08:50:22.367095877,172.31.139.37,Sales Dashboard,Chrome,Android,Pazarlama,Satış Müdürü
U0052,EmailLink,2025-07-17 08:50:39.471304077,10.66.73.204,FinanceApp,Chrome,Windows 11,Satış,Ürün Yöneticisi
U0066,SMS,2025-07-17 08:51:09.943454584,10.180.62.145,Sales Dashboard,Chrome,Windows 10,Destek,Veri Mühendisi
U0034,Push,2025-07-17 08:51:20.006251818,172.16.71.119,Sales Dashboard,Firefox,macOS,Lojistik,Sistem Yöneticisi
U0034,TOTP,2025-07-17 08:51:32.085761602,192.168.149.188,Inventory,Firefox,macOS,Lojistik,Sistem Yöneticisi
U0034,TOTP,2025-07-17 08:52:33.989417525,192.168.149.188,Inventory,Firefox,macOS,Lojistik,Sistem Yöneticisi
U0016,SMS,2025-07-17 08:52:34.334331007,172.27.5.150,DataLake UI,Chrome,Windows 11,Ar-Ge,Bulut Mühendisi
U0066,SMS,2025-07-17 08:53:32.140640231,10.8.254.236,DevOps Portal,Chrome,Windows 10,Destek,Veri Mühendisi
U0020,OTP,2025-07-17 08:54:11.541773461,192.168.44.56,Intranet,Safari,Windows 11,Finans,Yazılım Geliştirici
U0035,TOTP,2025-07-17 08:55:25.399382308,104.169.100.57,HR System,Chrome,Windows 11,Satınalma,Veri Bilimci
U0074,Push,2025-07-17 08:57:34.804864571,172.27.31.70,DevOps Portal,Firefox,Windows 10,Muhasebe,Yazılım Geliştirici
U0062,OTP,2025-07-17 09:02:05.859840151,10.135.61.72,DocManager,Chrome,Windows 10,Operasyon,Operasyon Yöneticisi
U0016,SMS,2025-07-17 09:02:58.181424321,172.27.5.150,DataLake UI,Chrome,Windows 10,Ar-Ge,Bulut Mühendisi
U0068,Push,2025-07-17 09:04:25.915858535,192.168.83.103,DocManager,Chrome,Windows 11,Bilgi İşlem,İnsan Kaynakları Uzmanı
U0074,Push,2025-07-17 09:05:05.520330104,172.22.52.124,DevOps Portal,Firefox,Windows 10,Muhasebe,Yazılım Geliştirici
U0034,Push,2025-07-17 09:10:00.562171370,10.4.254.175,Inventory,Firefox,macOS,Lojistik,Sistem Yöneticisi
U0072,EmailLink,2025-07-17 09:10:13.133301472,10.71.148.21,FinanceApp,Chrome,Windows 11,Satış,Çözüm Mimarı
U0075,TOTP,2025-07-17 09:10:44.507515449,172.19.26.106,DocManager,Chrome,Windows 11,Bilgi İşlem,Güvenlik Uzmanı
U0074,Mail,2025-07-17 09:11:12.806506976,172.19.231.153,HR System,Firefox,Windows 11,Muhasebe,Yazılım Geliştirici
U0066,SMS,2025-07-17 09:11:56.336288452,171.243.15.188,DevOps Portal,Chrome,Windows 10,Destek,Veri Mühendisi
U0026,SMS,2025-07-17 09:12:20.588202661,10.218.103.129,Inventory,Chrome,Windows 10,İK,Satış Müdürü
U0009,Push,2025-07-17 09:13:49.677351648,192.168.197.101,Project Tracker,Chrome,Windows 11,Ürün,Analist
U0091,Push,2025-07-17 09:14:05.580233764,192.168.2.223,Intranet,Edge,Windows 11,Lojistik,Sistem Yöneticisi
U0066,SMS,2025-07-17 09:14:10.029559777,10.8.254.236,Sales Dashboard,Chrome,Windows 10,Destek,Veri Mühendisi
U0050,Mail,2025-07-17 09:15:08.065473203,172.20.186.52,Project Tracker,Edge,Windows 11,Destek,Kıdemli Yazılım Geliştirici
U0008,OTP,2025-07-17 09:15:32.577094601,192.168.43.240,Inventory,Safari,iOS,Lojistik,Destek Uzmanı
U0074,Mail,2025-07-17 09:16:03.963221331,172.19.231.153,HR System,Firefox,Windows 10,Muhasebe,Yazılım Geliştirici
U0008,OTP,2025-07-17 09:17:23.898830750,192.168.35.49,DevOps Portal,Safari,iOS,Lojistik,Destek Uzmanı
U0074,Push,2025-07-17 09:17:50.643519498,172.22.52.124,DevOps Portal,Firefox,Windows 10,Muhasebe,Yazılım Geliştirici
U0091,SecurityKey,2025-07-17 09:18:24.005502755,192.168.2.223,DataLake UI,Chrome,Windows 11,Lojistik,Sistem Yöneticisi
U0074,Mail,2025-07-17 09:18:36.063888241,172.19.231.153,HR System,Firefox,Windows 11,Muhasebe,Yazılım Geliştirici
U0022,Mail,2025-07-17 09:19:49.301891463,192.168.253.92,FinanceApp,Edge,Android,Ar-Ge,Ağ Mühendisi
U0060,SecurityKey,2025-07-17 09:21:00.865604102,172.31.199.43,Project Tracker,Opera,Windows 10,Pazarlama,Sistem Yöneticisi
U0026,SMS,2025-07-17 09:21:12.372945819,147.222.26.8,Inventory,Chrome,Windows 10,İK,Satış Müdürü
U0016,SMS,2025-07-17 09:21:44.163358126,172.16.44.10,FinanceApp,Chrome,Windows 10,Ar-Ge,Bulut Mühendisi
U0035,SMS,2025-07-17 09:23:51.048764539,10.255.64.29,TimeTracker,Firefox,Windows 11,Satınalma,Veri Bilimci
U0023,Mail,2025-07-17 09:25:08.971380992,10.37.86.242,DataLake UI,Edge,Windows Server,Destek,Analist
U0024,TOTP,2025-07-17 09:27:12.407676632,10.160.99.150,Project Tracker,Chrome,Android,Pazarlama,Satış Müdürü
U0041,SMS,2025-07-17 09:28:13.947940603,172.16.234.109,Intranet,Chrome,Windows 11,Hukuk,Uzman
U0003,SMS,2025-07-17 09:28:55.257439464,192.168.181.113,DevOps Portal,Chrome,Android,Destek,Ağ Mühendisi
U0004,OTP,2025-07-17 09:29:49.514992498,10.176.1.193,Project Tracker,Edge,Windows 11,Ürün,Sistem Yöneticisi
U0102,SMS,2025-07-17 09:30:07.720300707,10.180.62.145,FinanceApp,Chrome,Windows 10,Destek,Veri Mühendisi
U0072,SMS,2025-07-17 09:30:16.432117236,10.8.71.23,Sales Dashboard,Chrome,Windows 11,Satış,Çözüm Mimarı
U0117,Push,2025-07-17 09:32:08.521219626,192.168.79.245,Analytics,Chrome,Windows 10,Satış,Mühendis
U0026,OTP,2025-07-17 09:32:55.887873365,10.218.103.129,Inventory,Chrome,Windows 10,İK,Satış Müdürü
U0048,Mail,2025-07-17 09:33:21.117440421,10.221.207.133,FinanceApp,Chrome,iOS,Satınalma,Ürün Sahibi
U0062,OTP,2025-07-17 09:33:43.573880126,192.168.148.146,Project Tracker,Chrome,Windows 10,Operasyon,Operasyon Yöneticisi
U0018,Mail,2025-07-17 09:34:19.698499994,172.16.33.76,TimeTracker,Chrome,Windows 10,İK,Güvenlik Uzmanı
U0036,OTP,2025-07-17 09:35:12.105167239,192.168.196.152,CRM,Firefox,Windows 11,Destek,Test Uzmanı
U0026,SecurityKey,2025-07-17 09:36:27.358153561,10.226.195.125,Inventory,Chrome,Windows 10,İK,Satış Müdürü
U0001,SMS,2025-07-17 09:38:44.935770530,192.168.151.104,HelpDesk,Edge,Windows 11,Finans,Scrum Master
U0053,TOTP,2025-07-17 09:39:37.327515615,192.168.22.133,Project Tracker,Chrome,Android,Satınalma,Satış Müdürü
U0047,SMS,2025-07-17 09:41:21.016978258,172.16.70.8,CRM,Chrome,Windows 11,Finans,BT Denetçisi
U0081,SMS,2025-07-17 09:42:04.793889453,192.168.57.169,DocManager,Chrome,Windows 10,Operasyon,Satış Temsilcisi
U0072,SMS,2025-07-17 09:42:15.439858792,10.8.71.23,Sales Dashboard,Chrome,Windows 11,Satış,Çözüm Mimarı
U0024,TOTP,2025-07-17 09:42:51.285225332,10.160.99.150,Sales Dashboard,Chrome,Android,Pazarlama,Satış Müdürü
U0034,Push,2025-07-17 09:43:34.006907826,10.4.254.175,Sales Dashboard,Firefox,macOS,Lojistik,Sistem Yöneticisi
U0004,Mail,2025-07-17 09:44:12.478582308,192.168.72.84,Project Tracker,Chrome,Windows 10,Ürün,Sistem Yöneticisi
U0009,SMS,2025-07-17 09:45:19.750001343,10.79.29.137,Project Tracker,Chrome,Windows 11,Ürün,Analist
U0063,Mail,2025-07-17 09:45:23.800833487,10.35.194.20,CRM,Chrome,iOS,Ürün,Analist
U0072,SMS,2025-07-17 09:46:46.000087465,192.168.45.50,FinanceApp,Chrome,Windows 11,Satış,Çözüm Mimarı
U0077,SMS,2025-07-17 09:48:10.766020459,10.224.79.253,Inventory,Edge,macOS,Destek,Stajyer
U0041,SMS,2025-07-17 09:49:57.501310870,100.5.174.177,Intranet,Chrome,Windows 11,Hukuk,Uzman
U0066,SMS,2025-07-17 09:50:02.853339885,10.8.254.236,Sales Dashboard,Chrome,Windows 10,Destek,Veri Mühendisi
U0048,Mail,2025-07-17 09:51:36.167100034,172.21.25.110,DataLake UI,Chrome,iOS,Satınalma,Ürün Sahibi
U0062,SMS,2025-07-17 09:51:52.238337696,172.31.87.15,DataLake UI,Chrome,Windows 10,Operasyon,Operasyon Yöneticisi
U0009,Biometric,2025-07-17 09:53:50.607526336,172.23.131.158,Project Tracker,Chrome,Windows 11,Ürün,Analist
U0026,OTP,2025-07-17 09:55:42.749345208,10.218.103.129,Inventory,Chrome,Windows 10,İK,Satış Müdürü
U0024,TOTP,2025-07-17 09:55:59.614294150,10.160.99.150,Sales Dashboard,Chrome,Android,Pazarlama,Satış Müdürü
U0008,OTP,2025-07-17 09:56:01.542335862,192.168.35.49,DevOps Portal,Safari,iOS,Lojistik,Destek Uzmanı
U0081,OTP,2025-07-17 09:57:38.749890561,175.141.4.148,TimeTracker,Chrome,macOS,Operasyon,Satış Temsilcisi
U0047,SMS,2025-07-17 10:00:02.259422622,172.16.70.8,Project Tracker,Chrome,Windows 11,Finans,BT Denetçisi
U0077,SMS,2025-07-17 10:04:42.560043580,10.224.79.253,Inventory,Edge,macOS,Destek,Stajyer
U0016,SMS,2025-07-17 10:05:33.648566951,172.27.5.150,FinanceApp,Chrome,Windows 10,Ar-Ge,Bulut Mühendisi
U0110,Push,2025-07-17 10:05:44.586198671,172.26.127.78,DevOps Portal,Edge,Windows 11,Bilgi İşlem,Kıdemli Uzman
U0089,Push,2025-07-17 10:07:26.835568246,10.175.46.181,Intranet,Chrome,macOS,Operasyon,Bulut Mühendisi
U0048,Mail,2025-07-17 10:07:47.086099245,172.21.99.108,DataLake UI,Chrome,Windows 11,Satınalma,Ürün Sahibi
U0077,SMS,2025-07-17 10:10:27.819250841,10.224.79.253,Inventory,Edge,macOS,Destek,Stajyer
U0034,Push,2025-07-17 10:11:37.551375846,172.16.71.119,Sales Dashboard,Firefox,macOS,Lojistik,Sistem Yöneticisi
U0071,SMS,2025-07-17 10:11:59.966805422,192.168.196.198,Analytics,Chrome,Windows 10,Pazarlama,Scrum Master
U0035,SMS,2025-07-17 10:13:52.494257519,192.168.246.123,HR System,Firefox,Windows 11,Satınalma,Veri Bilimci
U0041,SMS,2025-07-17 10:14:13.815096443,172.28.141.97,Intranet,Chrome,Windows 11,Hukuk,Uzman
U0034,TOTP,2025-07-17 10:15:48.485257853,10.4.254.175,Sales Dashboard,Firefox,macOS,Lojistik,Sistem Yöneticisi
U0009,Push,2025-07-17 10:17:27.881461770,172.23.131.158,Project Tracker,Chrome,Windows 11,Ürün,Analist
U0045,Push,2025-07-17 10:17:55.710973481,192.168.85.23,DocManager,Chrome,Windows Server,Lojistik,Veri Bilimci
U0045,Push,2025-07-17 10:18:19.406216025,192.168.132.30,HelpDesk,Chrome,Windows 11,Lojistik,Veri Bilimci
U0036,OTP,2025-07-17 10:18:27.534678652,10.0.82.202,CRM,Firefox,Windows 11,Destek,Test Uzmanı
U0008,Mail,2025-07-17 10:21:31.818721411,192.168.35.49,Inventory,Chrome,iOS,Lojistik,Destek Uzmanı
U0045,Push,2025-07-17 10:22:04.256282387,192.168.132.30,DocManager,Safari,Windows 11,Lojistik,Veri Bilimci
U0012,SMS,2025-07-17 10:22:37.283548518,192.168.85.159,Inventory,Chrome,Windows 10,Ürün,İş Analisti
U0017,SecurityKey,2025-07-17 10:25:19.126714490,192.168.78.48,DocManager,Chrome,Android,Satış,İş Analisti
U0035,SMS,2025-07-17 10:25:50.919587498,10.255.64.29,TimeTracker,Firefox,Android,Satınalma,Veri Bilimci
U0059,SMS,2025-07-17 10:26:25.420424520,172.29.249.135,FinanceApp,Edge,Windows 11,Operasyon,Veri Bilimci
U0016,SMS,2025-07-17 10:29:07.892206645,172.16.44.10,DataLake UI,Chrome,Windows 10,Ar-Ge,Bulut Mühendisi
U0053,TOTP,2025-07-17 10:30:34.903808077,192.168.22.133,DataLake UI,Chrome,Android,Satınalma,Satış Müdürü
U0008,Push,2025-07-17 10:32:11.040433569,192.168.43.240,DevOps Portal,Safari,iOS,Lojistik,Destek Uzmanı
U0053,TOTP,2025-07-17 10:33:17.931921210,172.19.96.217,DataLake UI,Chrome,Android,Satınalma,Satış Müdürü
U0009,SMS,2025-07-17 10:33:44.655079777,10.79.29.137,Project Tracker,Chrome,Windows 11,Ürün,Analist
U0076,SMS,2025-07-17 10:34:25.103331071,172.27.99.239,FinanceApp,Firefox,Windows 11,Satış,Güvenlik Uzmanı
U0057,Mail,2025-07-17 10:35:50.383394717,172.24.129.239,Sales Dashboard,Chrome,Windows 11,Ürün,Ürün Sahibi
U0081,OTP,2025-07-17 10:38:52.585484220,192.168.48.40,DocManager,Chrome,macOS,Operasyon,Satış Temsilcisi
U0009,SMS,2025-07-17 10:39:17.856878124,192.168.197.101,Project Tracker,Chrome,Windows 11,Ürün,Analist
U0066,SMS,2025-07-17 10:40:25.183696924,10.8.254.236,Sales Dashboard,Chrome,Windows 10,Destek,Veri Mühendisi
U0035,TOTP,2025-07-17 10:41:55.820831837,123.236.143.164,HR System,Firefox,Windows 11,Satınalma,Veri Bilimci
U0035,SMS,2025-07-17 10:42:00.418733869,192.168.246.123,HR System,Firefox,Windows 11,Satınalma,Veri Bilimci
U0035,SMS,2025-07-17 10:43:10.485528743,10.255.64.29,HR System,Firefox,Windows 11,Satınalma,Veri Bilimci
U0009,Push,2025-07-17 10:44:28.056284487,192.168.197.101,Project Tracker,Chrome,Windows 11,Ürün,Analist
U0047,SMS,2025-07-17 10:48:42.617591560,172.20.194.30,CRM,Chrome,Windows 11,Finans,BT Denetçisi
U0045,OTP,2025-07-17 10:49:28.146172301,192.168.85.23,HelpDesk,Chrome,Windows Server,Lojistik,Veri Bilimci
U0053,SMS,2025-07-17 10:49:53.119209733,212.196.203.19,DataLake UI,Chrome,Android,Satınalma,Satış Müdürü
U0002,TOTP,2025-07-17 10:51:37.262200359,192.168.19.189,DocManager,Chrome,Windows 11,Operasyon,Yazılım Geliştirici
U0004,TOTP,2025-07-17 10:54:25.432070787,192.168.72.84,Inventory,Edge,Windows 10,Ürün,Sistem Yöneticisi
U0025,SMS,2025-07-17 10:56:18.071598567,192.168.81.34,Sales Dashboard,Chrome,Windows 11,Bilgi İşlem,Mühendis
U0076,SMS,2025-07-17 10:56:19.389040481,172.27.99.239,TimeTracker,Firefox,Windows 10,Satış,Güvenlik Uzmanı
U0068,Push,2025-07-17 10:57:58.779914207,172.19.49.135,DocManager,Chrome,Windows 11,Bilgi İşlem,İnsan Kaynakları Uzmanı
U0047,SMS,2025-07-17 10:58:05.574100891,181.201.221.122,HR System,Chrome,Windows 11,Finans,BT Denetçisi
U0009,Push,2025-07-17 10:58:27.635622851,192.168.197.101,HR System,Chrome,Windows 11,Ürün,Analist
U0004,OTP,2025-07-17 11:00:57.836594184,10.176.1.193,Inventory,Edge,Windows 10,Ürün,Sistem Yöneticisi
U0083,SMS,2025-07-17 11:01:04.288619264,192.168.209.49,DocManager,Chrome,Android,İK,Ürün Yöneticisi
U0084,SMS,2025-07-17 11:01:17.999811703,172.24.193.59,DataLake UI,Chrome,Ubuntu Linux,Ürün,Destek Uzmanı
U0041,SMS,2025-07-17 11:02:18.395788035,172.28.141.97,Intranet,Chrome,Windows 11,Hukuk,Uzman
U0019,OTP,2025-07-17 11:02:56.542547648,192.168.154.225,TimeTracker,Opera,macOS,Hukuk,Satış Temsilcisi
U0053,OTP,2025-07-17 11:04:33.219060823,114.83.156.56,DataLake UI,Chrome,Windows 10,Satınalma,Satış Müdürü
U0004,OTP,2025-07-17 11:04:45.144445239,192.168.72.84,Project Tracker,Edge,Windows 10,Ürün,Sistem Yöneticisi
U0047,SMS,2025-07-17 11:05:35.812776432,172.20.194.30,HR System,Chrome,Windows 11,Finans,BT Denetçisi
U0023,OTP,2025-07-17 11:08:41.611364899,82.220.104.64,DocManager,Edge,Windows Server,Destek,Analist
U0053,Mail,2025-07-17 11:09:05.727554406,192.168.22.133,DataLake UI,Chrome,Android,Satınalma,Satış Müdürü
U0045,Push,2025-07-17 11:09:51.726235507,192.168.85.23,DocManager,Opera,Windows Server,Lojistik,Veri Bilimci
U0070,Push,2025-07-17 11:09:55.943777703,172.31.58.240,Analytics,Chrome,Windows 11,Satınalma,Test Uzmanı
U0066,SMS,2025-07-17 11:10:23.247651905,10.8.254.236,Sales Dashboard,Chrome,Windows 10,Destek,Veri Mühendisi
U0082,OTP,2025-07-17 11:11:03.007025629,219.228.2.43,Analytics,Safari,Windows 11,Lojistik,Test Uzmanı
U0048,Mail,2025-07-17 11:11:33.590215172,172.21.99.108,DataLake UI,Chrome,iOS,Satınalma,Ürün Sahibi
U0048,Push,2025-07-17 11:12:01.466512627,10.221.207.133,DataLake UI,Chrome,iOS,Satınalma,Ürün Sahibi
U0050,Mail,2025-07-17 11:12:23.538606318,172.20.186.52,TimeTracker,Edge,Windows 11,Destek,Kıdemli Yazılım Geliştirici
U0135,TOTP,2025-07-17 11:12:40.596002962,192.168.154.225,TimeTracker,Opera,macOS,Hukuk,Satış Temsilcisi
U0035,SMS,2025-07-17 11:12:53.849588821,10.255.64.29,HR System,Firefox,Windows 11,Satınalma,Veri Bilimci
U0068,Push,2025-07-17 11:13:01.533379784,192.168.83.103,DocManager,Chrome,Windows 11,Bilgi İşlem,İnsan Kaynakları Uzmanı
U0088,Mail,2025-07-17 11:13:16.852391365,192.168.135.7,HelpDesk,Chrome,Windows 11,Ar-Ge,Yazılım Geliştirici
U0035,TOTP,2025-07-17 11:13:35.379385187,10.21.102.108,HR System,Chrome,Windows 11,Satınalma,Veri Bilimci
U0047,SMS,2025-07-17 11:14:10.278313782,172.16.70.8,CRM,Chrome,Windows 11,Finans,BT Denetçisi
U0035,TOTP,2025-07-17 11:16:49.499722510,104.169.100.57,HR System,Chrome,Windows 11,Satınalma,Veri Bilimci
U0009,Push,2025-07-17 11:17:19.453474925,192.168.197.101,HR System,Chrome,Windows 11,Ürün,Analist
U0023,Mail,2025-07-17 11:17:22.794075177,84.78.239.110,DataLake UI,Edge,Windows Server,Destek,Analist
U0047,SMS,2025-07-17 11:19:01.800107188,172.16.70.8,Project Tracker,Chrome,Windows 11,Finans,BT Denetçisi
U0071,OTP,2025-07-17 11:19:01.849309939,200.153.185.174,Analytics,Chrome,Windows 10,Pazarlama,Scrum Master
U0085,Mail,2025-07-17 11:20:43.087479968,192.168.134.221,DevOps Portal,Chrome,iOS,Bilgi İşlem,Takım Lideri
U0048,Mail,2025-07-17 11:21:39.698525570,10.221.207.133,FinanceApp,Chrome,iOS,Satınalma,Ürün Sahibi
